IDCentro,Client,Channel 1,Channel 2,CD
AV20,14184676,UC,UC,CD Cucuta
AV50,12969590,UC,UC,CD Siberia
AV26,13196826,UC,UC,CD Autosur
AV50,13194783,UC,UC,CD Siberia
AV04,11632084,UC,UC,CD Tibasosa
AV26,12830304,UC,UC,CD Autosur
AV33,12655531,UC,UC,CD Aguachica
AV05,10547497,UC,UC,CD Itagüi
AV39,12729305,UC,UC,CD Monteria
AV38,11156880,UC,UC,CD Curumani
AV10,13937930,UC,UC,CD Turbaco
AV27,13053140,UC,UC,CD Ibague
AV35,13951130,UC,UC,CD San Gil
AV19,12778269,UC,UC,CD Villavicencio
AV06,12274981,KA,KA,CD Tocancipa
AV53,11134586,UC,UC,CD Bosa UDC
AV55,13736168,UC,UC,CD Girardota
AV11,12175478,UC,UC,CD Santa Marta
AV39,13693113,UC,UC,CD Monteria
AV11,13178195,UC,UC,CD Santa Marta
AV78,10812208,UC,UC,CD Montevideo
AV19,14145209,UC,UC,CD Villavicencio
AV57,12613441,UC,UC,CD Tulua
AV42,10292079,UC,UC,CD Tunja
AV47,14041865,UC,UC,CD Sibate
AV10,12485926,UC,UC,CD Turbaco
AV06,12593355,UC,UC,CD Tocancipa
AV55,12115888,UC,UC,CD Girardota
AV74,10377462,UC,UC,CD La arenosa
AV12,11692053,UC,UC,CD Valledupar
AV49,12871148,UC,UC,CD Metroparque
AV12,11541351,UC,UC,CD Valledupar
AV22,10418316,UC,UC,CD Armenia
AV47,10640548,UC,UC,CD Sibate
AV20,13513164,UC,UC,CD Cucuta
AV46,12788174,UC,UC,CD Cali
AV55,14129882,UC,UC,CD Girardota
AV55,10556678,UD DSD,UD DSD,CD Girardota
AV24,11008501,UC,UC,CD Yopal
AV11,13174121,UC,UC,CD Santa Marta
AV47,10638294,UC,UC,CD Sibate
AV04,13674774,UC,UC,CD Tibasosa
AV42,10296131,UC,UC,CD Tunja
AV24,13755023,UC,UC,CD Yopal
AV10,13493276,UC,UC,CD Turbaco
AV25,14187965,UC,UC,CD Honda
AV10,14180822,UC,UC,CD Turbaco
AV46,11174304,UD DSD,UD DSD,CD Cali
AV19,10433752,UC,UC,CD Villavicencio
AV55,13995647,UC,UC,CD Girardota
AV05,11372084,UC,UC,CD Itagüi
AV19,13756741,UC,UC,CD Villavicencio
AV53,10767543,UC,UC,CD Bosa UDC
AV05,11231801,UC,UC,CD Itagüi
AV55,11002113,KA,UC,CD Girardota
AV47,10632746,UC,UC,CD Sibate
AV49,10385712,UC,UC,CD Metroparque
AV23,12883622,UC,UC,CD Bucaramanga
AV15,13169967,UC,UC,CD Pasto
AV30,13991033,UC,UC,CD Riohacha
AV49,13851501,UC,UC,CD Metroparque
AV12,12254477,UC,UC,CD Valledupar
AV57,10897674,UC,UC,CD Tulua
AV24,14121646,UC,UC,CD Yopal
AV02,13661963,UC,UC,CD Bucaramanga
AV55,10525547,UC,UC,CD Girardota
AV47,13193274,UC,UC,CD Sibate
AV17,12134885,UC,UC,CD Girardot
AV20,13942420,UC,UC,CD Cucuta
AV10,10292990,UC,UC,CD Turbaco
AV12,10264721,UC,UC,CD Valledupar
AV39,11386101,UC,UC,CD Monteria
AV10,12460466,UC,UC,CD Turbaco
AV10,10303676,UC,UC,CD Turbaco
AV19,14120650,UC,UC,CD Villavicencio
AV27,11677761,UC,UC,CD Ibague
AV46,14139054,UC,UC,CD Cali
AV22,13108974,UC,UC,CD Armenia
AV42,10284128,UC,UC,CD Tunja
AV47,14186699,UC,UC,CD Sibate
AV46,13486428,UD DSD,UD DSD,CD Cali
AV35,12958818,UC,UC,CD San Gil
AV54,12977092,UC,UC,CD Engativa UDC
AV04,13482322,UC,UC,CD Tibasosa
AV26,13075762,UC,UC,CD Autosur
AV55,11746896,UC,UC,CD Girardota
AV15,10460442,UC,UC,CD Pasto
AV37,10963088,UC,UC,CD Barrancabermeja
AV34,11561788,UC,UC,CD Puente Nacional
AV25,14081142,UC,UC,CD Honda
AV36,12234306,UC,UC,CD Fonseca
AV78,13204226,UC,UC,CD Montevideo
AV22,14127661,UC,UC,CD Armenia
AV17,10606087,UC,UC,CD Girardot
AV18,14150499,UC,UC,CD Neiva
AV06,12122375,KA,KA,CD Tocancipa
AV10,12952177,UC,UC,CD Turbaco
AV50,10632206,UC,UC,CD Siberia
AV50,13819809,UC,UC,CD Siberia
AV30,13522396,UC,UC,CD Riohacha
AV23,13386749,UC,UC,CD Bucaramanga
AV19,12597070,UC,UC,CD Villavicencio
AV27,12526456,UC,UC,CD Ibague
AV37,13674094,UC,UC,CD Barrancabermeja
AV42,12449777,UC,UC,CD Tunja
AV04,13178011,UC,UC,CD Tibasosa
AV13,10409131,UC,UC,CD Corozal
AV16,13980840,UC,UC,CD Pereira
AV10,13931421,UC,UC,CD Turbaco
AV37,14185403,UC,UC,CD Barrancabermeja
AV05,13226700,UD DSD,UD DSD,CD Itagüi
AV49,13847378,UC,UC,CD Metroparque
AV49,13886467,UC,UC,CD Metroparque
AV19,13918139,UC,UC,CD Villavicencio
AV42,14165761,UC,UC,CD Tunja
AV26,11609626,UC,UC,CD Autosur
AV26,10740120,UC,UC,CD Autosur
AV36,11060367,UC,UC,CD Fonseca
AV04,12654311,UC,UC,CD Tibasosa
AV68,13105020,UC,UC,CD Bodega MKP Tocancipá
AV20,13971676,UC,UC,CD Cucuta
AV38,12989847,UC,UC,CD Curumani
AV13,13844948,UC,UC,CD Corozal
AV46,11143359,UC,UC,CD Cali
AV78,10617623,UC,UC,CD Montevideo
AV74,12465909,KA,KA,CD La arenosa
AV12,14084833,UC,UC,CD Valledupar
AV36,13381063,UC,UC,CD Fonseca
AV18,14038653,UC,UC,CD Neiva
AV20,11507516,UC,UC,CD Cucuta
AV78,11158150,UC,UC,CD Montevideo
AV26,12507910,UC,UC,CD Autosur
AV06,11791628,UC,UC,CD Tocancipa
AV11,12955089,UC,UC,CD Santa Marta
AV55,13031188,UC,UC,CD Girardota
AV11,13192021,UC,UC,CD Santa Marta
AV47,14015390,UC,UC,CD Sibate
AV78,10628943,UC,UC,CD Montevideo
AV47,13688319,UC,UC,CD Sibate
AV74,10374671,UC,UC,CD La arenosa
AV53,12298902,UC,UC,CD Bosa UDC
AV52,13026760,UC,UC,CD Aranjuez UDC
AV15,12942764,UC,UC,CD Pasto
AV05,10558539,UC,UC,CD Itagüi
AV57,10905737,UC,UC,CD Tulua
AV05,10538612,UC,UC,CD Itagüi
AV26,11294366,UC,UC,CD Autosur
AV16,12530160,UC,UC,CD Pereira
AV17,13924300,UC,UC,CD Girardot
AV02,13330407,KA,KA,CD Bucaramanga
AV19,13774279,UC,UC,CD Villavicencio
AV74,12529848,UC,UC,CD La arenosa
AV42,13261213,UC,UC,CD Tunja
AV50,13815194,UC,UC,CD Siberia
AV23,14114784,UC,UC,CD Bucaramanga
AV34,13879313,UC,UC,CD Puente Nacional
AV06,12925488,UC,UC,CD Tocancipa
AV78,12955669,UC,UC,CD Montevideo
AV20,14166921,UC,UC,CD Cucuta
AV04,13506590,UC,UC,CD Tibasosa
AV32,13924293,UC,UC,CD Magangue
AV54,12190900,UC,UC,CD Engativa UDC
AV20,14191538,UC,UC,CD Cucuta
AV04,11677152,UC,UC,CD Tibasosa
AV53,10769647,UC,UC,CD Bosa UDC
AV34,10879871,UC,UC,CD Puente Nacional
AV78,10618571,UC,UC,CD Montevideo
AV24,11585089,UC,UC,CD Yopal
AV46,13448253,UC,UC,CD Cali
AV05,10558231,UC,UC,CD Itagüi
AV42,13170870,Socios,Socios,CD Tunja
AV04,14190426,UC,UC,CD Tibasosa
AV25,13851608,UC,UC,CD Honda
AV20,13191160,UC,UC,CD Cucuta
AV19,11787149,UC,UC,CD Villavicencio
AV47,13184680,UC,UC,CD Sibate
AV23,12563512,UC,UC,CD Bucaramanga
AV17,11631830,UC,UC,CD Girardot
AV46,12944982,UD DSD,UD DSD,CD Cali
AV42,11430923,UC,UC,CD Tunja
AV26,10741646,UC,UC,CD Autosur
AV05,14040986,UC,UC,CD Itagüi
AV37,11480508,UC,UC,CD Barrancabermeja
AV47,14169170,UC,UC,CD Sibate
AV46,10907125,UD DSD,UD DSD,CD Cali
AV06,12934070,UC,UC,CD Tocancipa
AV40,13842270,UC,UC,CD Caucasia
AV06,11311641,UC,UC,CD Tocancipa
AV55,11738385,UC,UC,CD Girardota
AV26,11689707,UC,UC,CD Autosur
AV49,13547989,UC,UC,CD Metroparque
AV06,11792726,UC,UC,CD Tocancipa
AV06,11120962,UC,UC,CD Tocancipa
AV26,11648445,UC,UC,CD Autosur
AV06,14141539,UC,UC,CD Tocancipa
AV26,12293779,UC,UC,CD Autosur
AV50,14186130,UC,UC,CD Siberia
AV10,11464937,UC,UC,CD Turbaco
AV19,11465767,UC,UC,CD Villavicencio
AV46,10916172,UD DSD,UD DSD,CD Cali
AV04,13185686,UC,UC,CD Tibasosa
AV42,13734679,UC,UC,CD Tunja
AV26,13078033,UC,UC,CD Autosur
AV47,10637485,UC,UC,CD Sibate
AV28,11294870,UC,UC,CD Popayan
AV10,12489028,UC,UC,CD Turbaco
AV46,14155225,UC,UC,CD Cali
AV04,11475170,UC,UC,CD Tibasosa
AV06,11136860,UC,UC,CD Tocancipa
AV74,10379727,UC,UC,CD La arenosa
AV26,13041395,UC,UC,CD Autosur
AV04,10968998,UC,UC,CD Tibasosa
AV71,10598095,UC,UC,CD Chapinero UDC
AV78,10637585,UC,UC,CD Montevideo
AV49,10563812,UC,UC,CD Metroparque
AV18,14032235,UC,UC,CD Neiva
AV24,13882756,UC,UC,CD Yopal
AV50,11382171,UC,UC,CD Siberia
AV46,12455932,UC,UC,CD Cali
AV23,10428898,UC,UC,CD Bucaramanga
AV22,14139264,UC,UC,CD Armenia
AV25,10346921,UC,UC,CD Honda
AV16,13987857,UC,UC,CD Pereira
AV04,13185350,UC,UC,CD Tibasosa
AV26,13834556,UC,UC,CD Autosur
AV06,13930095,UC,UC,CD Tocancipa
AV10,10306925,UC,UC,CD Turbaco
AV55,13717836,UC,UC,CD Girardota
AV25,11690912,UC,UC,CD Honda
AV24,13772756,UC,UC,CD Yopal
AV46,13482846,UC,UC,CD Cali
AV06,11136650,UC,UC,CD Tocancipa
AV24,12434864,UC,UC,CD Yopal
AV78,11620750,UC,UC,CD Montevideo
AV12,11415217,UC,UC,CD Valledupar
AV16,12655543,UC,UC,CD Pereira
AV78,14038620,UC,UC,CD Montevideo
AV49,14084214,UC,UC,CD Metroparque
AV42,10283571,UC,UC,CD Tunja
AV16,10829039,UC,UC,CD Pereira
AV55,12995233,UC,UC,CD Girardota
AV13,14007045,UC,UC,CD Corozal
AV74,13550124,UC,UC,CD La arenosa
AV13,12302601,UC,UC,CD Corozal
AV55,13227139,UC,UC,CD Girardota
AV16,12138721,KA,KA,CD Pereira
AV55,13682384,UC,UC,CD Girardota
AV37,13997880,UC,UC,CD Barrancabermeja
AV42,10285775,UC,UC,CD Tunja
AV71,12243140,UC,UC,CD Chapinero UDC
AV02,13496669,UC,UC,CD Bucaramanga
AV78,13055584,UC,UC,CD Montevideo
AV46,10912017,UC,UC,CD Cali
AV25,13513669,UC,UC,CD Honda
AV46,10897451,UC,UC,CD Cali
AV19,12465585,UC,UC,CD Villavicencio
AV18,10332438,UC,UC,CD Neiva
AV05,10529682,UD DSD,UD DSD,CD Itagüi
AV26,13530805,UC,UC,CD Autosur
AV04,11471463,UC,UC,CD Tibasosa
AV26,14056869,UC,UC,CD Autosur
AV11,11466079,UC,UC,CD Santa Marta
AV42,10288561,UC,UC,CD Tunja
AV55,12749625,UD DSD,UD DSD,CD Girardota
AV20,12493580,UC,UC,CD Cucuta
AV26,10737241,UC,UC,CD Autosur
AV78,10632886,UC,UC,CD Montevideo
AV47,13773648,UC,UC,CD Sibate
AV23,13398169,UC,UC,CD Bucaramanga
AV74,12527004,UC,UC,CD La arenosa
AV04,12930363,UC,UC,CD Tibasosa
AV20,11796791,UC,UC,CD Cucuta
AV35,12178206,UC,UC,CD San Gil
AV33,10814963,UC,UC,CD Aguachica
AV47,11226204,UC,UC,CD Sibate
AV49,14095878,UC,UC,CD Metroparque
AV34,11439371,UC,UC,CD Puente Nacional
AV78,12645633,UC,UC,CD Montevideo
AV66,12220821,UC,UC,CD Chiquinquira
AV20,11796229,UC,UC,CD Cucuta
AV70,10532888,KA,UC,CD Envigado UDC
AV22,11278415,UC,UC,CD Armenia
AV15,10461049,UC,UC,CD Pasto
AV53,10759879,UC,UC,CD Bosa UDC
AV12,11558837,UC,UC,CD Valledupar
AV46,10911454,UC,UC,CD Cali
AV40,12401895,UC,UC,CD Caucasia
AV37,10964035,UC,UC,CD Barrancabermeja
AV26,13527039,UC,UC,CD Autosur
AV53,10769878,UC,UC,CD Bosa UDC
AV32,14195424,UC,UC,CD Magangue
AV46,12592889,UC,UC,CD Cali
AV42,13403156,UC,UC,CD Tunja
AV05,10972398,UC,UC,CD Itagüi
AV26,11334448,UC,UC,CD Autosur
AV78,13174964,UC,UC,CD Montevideo
AV55,13075360,UC,UC,CD Girardota
AV16,11351533,UC,UC,CD Pereira
AV28,12480140,UC,UC,CD Popayan
AV18,10332338,UC,UC,CD Neiva
AV05,10537949,UC,UC,CD Itagüi
AV04,12201684,UC,UC,CD Tibasosa
AV19,10434531,UC,UC,CD Villavicencio
AV46,13753311,UD DSD,UD DSD,CD Cali
AV04,12163020,UC,UC,CD Tibasosa
AV16,13846706,UC,UC,CD Pereira
AV02,13861490,UC,UC,CD Bucaramanga
AV50,12203752,UC,UC,CD Siberia
AV15,10461443,UC,UC,CD Pasto
AV26,13769169,UC,UC,CD Autosur
AV55,12541909,UC,UC,CD Girardota
AV20,13173530,UC,UC,CD Cucuta
AV42,12635576,UC,UC,CD Tunja
AV53,13297758,UC,UC,CD Bosa UDC
AV53,10759547,UC,UC,CD Bosa UDC
AV05,10544574,UC,UC,CD Itagüi
AV71,11404829,UC,UC,CD Chapinero UDC
AV46,12143067,UD DSD,UD DSD,CD Cali
AV46,10896458,UC,UC,CD Cali
AV17,12756937,UC,UC,CD Girardot
AV13,13532514,UC,UC,CD Corozal
AV42,11554816,UC,UC,CD Tunja
AV50,13184704,UC,UC,CD Siberia
AV49,12537063,UC,UC,CD Metroparque
AV33,13506060,UC,UC,CD Aguachica
AV20,11357342,UC,UC,CD Cucuta
AV42,13358481,UC,UC,CD Tunja
AV12,11585031,UC,UC,CD Valledupar
AV74,13589844,UC,UC,CD La arenosa
AV20,10382192,UC,UC,CD Cucuta
AV19,13835404,UC,UC,CD Villavicencio
AV47,14060989,KA,UC,CD Sibate
AV12,11620529,UC,UC,CD Valledupar
AV46,14198663,UC,UC,CD Cali
AV20,13387552,UC,UC,CD Cucuta
AV20,10386406,UC,UC,CD Cucuta
AV47,14142208,UC,UC,CD Sibate
AV19,13055400,UC,UC,CD Villavicencio
AV26,13901511,UC,UC,CD Autosur
AV06,14052587,UC,UC,CD Tocancipa
AV49,14129979,UC,UC,CD Metroparque
AV05,14155536,UC,UC,CD Itagüi
AV15,11512914,UC,UC,CD Pasto
AV04,12402531,UC,UC,CD Tibasosa
AV47,12877381,UC,UC,CD Sibate
AV50,11202526,UC,UC,CD Siberia
AV46,13516137,UC,UC,CD Cali
AV70,13216860,UC,UC,CD Envigado UDC
AV13,10158473,UC,UC,CD Corozal
AV78,13525453,UC,UC,CD Montevideo
AV18,13513730,UC,UC,CD Neiva
AV04,11770129,KA,UC,CD Tibasosa
AV39,13309033,UC,UC,CD Monteria
AV12,14016651,UC,UC,CD Valledupar
AV78,11397269,UC,UC,CD Montevideo
AV49,13755130,UC,UC,CD Metroparque
AV55,13512486,KA,UC,CD Girardota
AV39,11733835,UC,UC,CD Monteria
AV17,12970783,UC,UC,CD Girardot
AV23,13028781,UC,UC,CD Bucaramanga
AV50,12127656,UC,UC,CD Siberia
AV27,13354537,KA,UC,CD Ibague
AV55,14096030,UC,UC,CD Girardota
AV22,13814255,UC,UC,CD Armenia
AV13,10154880,UC,UC,CD Corozal
AV13,11731948,UC,UC,CD Corozal
AV36,12265571,UC,UC,CD Fonseca
AV49,14150104,UC,UC,CD Metroparque
AV06,10795241,KA,KA,CD Tocancipa
AV55,11281697,UC,UC,CD Girardota
AV46,12659392,UC,UC,CD Cali
AV10,11351000,UC,UC,CD Turbaco
AV78,13539872,UC,UC,CD Montevideo
AV30,13887353,UC,UC,CD Riohacha
AV04,12265448,UC,UC,CD Tibasosa
AV50,10599691,UC,UC,CD Siberia
AV23,10459823,UC,UC,CD Bucaramanga
AV53,12653554,UC,UC,CD Bosa UDC
AV48,13913021,KA,KA,CD Turbaco
AV49,12926793,UC,UC,CD Metroparque
AV13,14127474,UC,UC,CD Corozal
AV57,14177678,UC,UC,CD Tulua
AV78,13232455,UC,UC,CD Montevideo
AV20,14080317,UC,UC,CD Cucuta
AV34,10786333,UC,UC,CD Puente Nacional
AV32,12527978,UC,UC,CD Magangue
AV18,13997941,UC,UC,CD Neiva
AV26,13717172,UC,UC,CD Autosur
AV47,13858412,UC,UC,CD Sibate
AV39,13773506,UC,UC,CD Monteria
AV55,13021245,UC,UC,CD Girardota
AV71,12483081,UC,UC,CD Chapinero UDC
AV50,14088738,UC,UC,CD Siberia
AV46,11488544,UC,UC,CD Cali
AV19,13651200,UC,UC,CD Villavicencio
AV42,12788036,UC,UC,CD Tunja
AV26,10746909,UC,UC,CD Autosur
AV78,13233581,UC,UC,CD Montevideo
AV10,13543080,UC,UC,CD Turbaco
AV50,13678565,UC,UC,CD Siberia
AV47,12653039,KA,UC,CD Sibate
AV49,14160264,UC,UC,CD Metroparque
AV74,11592477,UC,UC,CD La arenosa
AV06,12493401,UC,UC,CD Tocancipa
AV06,12615746,KA,KA,CD Tocancipa
AV06,10489869,UC,UC,CD Tocancipa
AV57,12796424,UC,UC,CD Tulua
AV47,12601837,UC,UC,CD Sibate
AV26,13408723,UC,UC,CD Autosur
AV69,10299397,UC,UC,CD CAR Torices UDC
AV26,11734408,UC,UC,CD Autosur
AV53,14049522,UC,UC,CD Bosa UDC
AV50,12282274,UC,UC,CD Siberia
AV13,12168280,UC,UC,CD Corozal
AV50,14121147,UC,UC,CD Siberia
AV53,13206878,UC,UC,CD Bosa UDC
AV52,10521971,UC,UC,CD Aranjuez UDC
AV05,12281439,UD DSD,UD DSD,CD Itagüi
AV26,12744820,UC,UC,CD Autosur
AV20,12528880,UC,UC,CD Cucuta
AV20,10392239,UC,UC,CD Cucuta
AV55,13178196,UC,UC,CD Girardota
AV50,13218941,UC,UC,CD Siberia
AV74,12295949,UC,UC,CD La arenosa
AV24,13957206,UC,UC,CD Yopal
AV24,11798793,UC,UC,CD Yopal
AV19,11799209,UC,UC,CD Villavicencio
AV42,12655767,UC,UC,CD Tunja
AV10,13670568,UC,UC,CD Turbaco
AV15,13868957,UC,UC,CD Pasto
AV26,13724150,UC,UC,CD Autosur
AV12,12751370,UC,UC,CD Valledupar
AV05,14129741,UC,UC,CD Itagüi
AV52,11569124,UC,UC,CD Aranjuez UDC
AV26,10750135,UC,UC,CD Autosur
AV26,12263309,UC,UC,CD Autosur
AV27,12413025,UC,UC,CD Ibague
AV74,13760916,UC,UC,CD La arenosa
AV52,11377400,UC,UC,CD Aranjuez UDC
AV57,12168166,UC,UC,CD Tulua
AV39,14139097,UC,UC,CD Monteria
AV13,11133063,UC,UC,CD Corozal
AV47,10759602,UC,UC,CD Sibate
AV16,12882688,UC,UC,CD Pereira
AV49,14155065,UC,UC,CD Metroparque
AV70,10536317,UC,UC,CD Envigado UDC
AV26,12270198,UC,UC,CD Autosur
AV11,13526372,UC,UC,CD Santa Marta
AV12,12784713,UC,UC,CD Valledupar
AV26,10746388,UC,UC,CD Autosur
AV46,12188499,UC,UC,CD Cali
AV11,12776145,KA,UC,CD Santa Marta
AV34,10787512,UC,UC,CD Puente Nacional
AV55,12578044,UC,UC,CD Girardota
AV74,14141913,UC,UC,CD La arenosa
AV38,11662678,UC,UC,CD Curumani
AV16,10428016,UC,UC,CD Pereira
AV26,10751048,UC,UC,CD Autosur
AV42,13678375,UC,UC,CD Tunja
AV18,13547852,UC,UC,CD Neiva
AV10,11379625,UC,UC,CD Turbaco
AV23,14010818,UC,UC,CD Bucaramanga
AV20,10370134,UC,UC,CD Cucuta
AV04,11247196,UC,UC,CD Tibasosa
AV50,12132914,UC,UC,CD Siberia
AV34,13497465,UC,UC,CD Puente Nacional
AV20,11388345,UC,UC,CD Cucuta
AV23,14134973,UC,UC,CD Bucaramanga
AV20,12403881,UC,UC,CD Cucuta
AV10,12199106,UC,UC,CD Turbaco
AV26,10751027,KA,UC,CD Autosur
AV05,14057656,KA,KA,CD Itagüi
AV68,12750720,UC,UC,CD Bodega MKP Tocancipá
AV20,11402882,UC,UC,CD Cucuta
AV11,13670835,UC,UC,CD Santa Marta
AV46,13802284,UD DSD,UD DSD,CD Cali
AV38,14038604,UC,UC,CD Curumani
AV16,13243607,UC,UC,CD Pereira
AV20,10392005,UC,UC,CD Cucuta
AV42,14050707,UC,UC,CD Tunja
AV55,13886033,UC,UC,CD Girardota
AV47,12974780,UC,UC,CD Sibate
AV52,11409690,UC,UC,CD Aranjuez UDC
AV12,14164324,UC,UC,CD Valledupar
AV11,13200831,UC,UC,CD Santa Marta
AV55,14097401,UC,UC,CD Girardota
AV20,11558345,UC,UC,CD Cucuta
AV06,10485073,UC,UC,CD Tocancipa
AV17,13314513,UC,UC,CD Girardot
AV53,13817193,UC,UC,CD Bosa UDC
AV11,14056197,UC,UC,CD Santa Marta
AV30,12925387,UC,UC,CD Riohacha
AV49,12769662,UC,UC,CD Metroparque
AV13,10159470,UC,UC,CD Corozal
AV04,13980530,UC,UC,CD Tibasosa
AV53,11551155,KA,UC,CD Bosa UDC
AV50,11471580,KA,UC,CD Siberia
AV50,12281395,UC,UC,CD Siberia
AV24,13946125,UC,UC,CD Yopal
AV18,13845033,KA,KA,CD Neiva
AV20,10384326,UC,UC,CD Cucuta
AV70,10532717,UC,UC,CD Envigado UDC
AV26,10755228,UC,UC,CD Autosur
AV19,12293408,KA,UC,CD Villavicencio
AV10,13380224,UC,UC,CD Turbaco
AV73,12146001,UC,UC,CD El Jardin UDC
AV55,11332699,UD DSD,UD DSD,CD Girardota
AV13,10158783,UC,UC,CD Corozal
AV06,14029107,UC,UC,CD Tocancipa
AV23,11017678,UC,UC,CD Bucaramanga
AV26,13448039,UC,UC,CD Autosur
AV49,11621018,UC,UC,CD Metroparque
AV34,10786401,UC,UC,CD Puente Nacional
AV47,11738179,UC,UC,CD Sibate
AV06,13047381,UC,UC,CD Tocancipa
AV46,12215876,UD DSD,UD DSD,CD Cali
AV49,14155386,UC,UC,CD Metroparque
AV17,13233994,UC,UC,CD Girardot
AV78,11069103,UC,UC,CD Montevideo
AV23,12131822,UC,UC,CD Bucaramanga
AV49,11939409,UC,UC,CD Metroparque
AV36,11433488,UC,UC,CD Fonseca
AV52,10525250,UC,UC,CD Aranjuez UDC
AV35,14106431,UC,UC,CD San Gil
AV24,13670811,UC,UC,CD Yopal
AV46,12522273,UC,UC,CD Cali
AV16,12580773,UC,UC,CD Pereira
AV17,12800839,UC,UC,CD Girardot
AV17,10342347,UC,UC,CD Girardot
AV19,12957636,UC,UC,CD Villavicencio
AV06,14193870,UC,UC,CD Tocancipa
AV46,13838481,UC,UC,CD Cali
AV23,13942289,UC,UC,CD Bucaramanga
AV23,10459850,UC,UC,CD Bucaramanga
AV26,10745793,UC,UC,CD Autosur
AV48,13913017,KA,KA,CD Turbaco
AV12,11149144,UC,UC,CD Valledupar
AV53,13058510,UC,UC,CD Bosa UDC
AV01,11099902,KA,KA,CD Yumbo
AV16,10415678,UC,UC,CD Pereira
AV24,13028933,UC,UC,CD Yopal
AV26,10751636,UC,UC,CD Autosur
AV16,14100987,UC,UC,CD Pereira
AV74,14132178,UC,UC,CD La arenosa
AV23,12767511,UC,UC,CD Bucaramanga
AV20,10385842,UC,UC,CD Cucuta
AV26,12249596,UC,UC,CD Autosur
AV06,13026078,UC,UC,CD Tocancipa
AV47,12863370,UC,UC,CD Sibate
AV46,11364980,UC,UC,CD Cali
AV16,12399134,UC,UC,CD Pereira
AV26,14127519,UC,UC,CD Autosur
AV27,12270052,UC,UC,CD Ibague
AV24,13822872,UC,UC,CD Yopal
AV06,12214698,UC,UC,CD Tocancipa
AV39,14004839,UC,UC,CD Monteria
AV06,10795331,KA,KA,CD Tocancipa
AV12,11771734,UC,UC,CD Valledupar
AV19,13972212,UC,UC,CD Villavicencio
AV10,13354042,UC,UC,CD Turbaco
AV55,14148584,UC,UC,CD Girardota
AV42,10294779,UC,UC,CD Tunja
AV42,12803591,UC,UC,CD Tunja
AV23,14176885,UC,UC,CD Bucaramanga
AV46,14190425,UC,UC,CD Cali
AV26,10747664,UC,UC,CD Autosur
AV01,12689823,KA,KA,CD Yumbo
AV10,11366534,UC,UC,CD Turbaco
AV26,10750226,UC,UC,CD Autosur
AV47,13742369,UC,UC,CD Sibate
AV47,11404637,UC,UC,CD Sibate
AV37,12866267,UC,UC,CD Barrancabermeja
AV12,13746687,UC,UC,CD Valledupar
AV16,11108412,UC,UC,CD Pereira
AV24,13363442,UC,UC,CD Yopal
AV55,11025405,UC,UC,CD Girardota
AV11,12863130,UC,UC,CD Santa Marta
AV50,12274780,UC,UC,CD Siberia
AV10,11672946,UC,UC,CD Turbaco
AV39,13927154,UC,UC,CD Monteria
AV10,11382949,UC,UC,CD Turbaco
AV53,11489221,UC,UC,CD Bosa UDC
AV10,13650457,UC,UC,CD Turbaco
AV49,13324734,UC,UC,CD Metroparque
AV55,11284812,UC,UC,CD Girardota
AV57,12975522,UC,UC,CD Tulua
AV46,13033147,UD DSD,UD DSD,CD Cali
AV11,13526373,UC,UC,CD Santa Marta
AV46,12161337,UC,UC,CD Cali
AV34,10785791,UC,UC,CD Puente Nacional
AV19,13513735,UC,UC,CD Villavicencio
AV42,14150978,UC,UC,CD Tunja
AV26,10749113,UC,UC,CD Autosur
AV39,14120504,UC,UC,CD Monteria
AV78,11687212,UC,UC,CD Montevideo
AV39,12886287,UC,UC,CD Monteria
AV24,13481619,UC,UC,CD Yopal
AV18,13191039,UC,UC,CD Neiva
AV47,11679627,UC,UC,CD Sibate
AV20,10477909,UC,UC,CD Cucuta
AV06,12649830,UC,UC,CD Tocancipa
AV05,14100194,UC,UC,CD Itagüi
AV25,12605500,UC,UC,CD Honda
AV53,10769577,UC,UC,CD Bosa UDC
AV16,14053092,UC,UC,CD Pereira
AV66,13235101,UC,UC,CD Chiquinquira
AV49,12245395,UC,UC,CD Metroparque
AV28,10320784,UC,UC,CD Popayan
AV50,13674752,UC,UC,CD Siberia
AV13,12779164,UC,UC,CD Corozal
AV20,13026713,UC,UC,CD Cucuta
AV47,13815842,UC,UC,CD Sibate
AV53,13443676,UC,UC,CD Bosa UDC
AV18,10333641,UC,UC,CD Neiva
AV70,12767525,UC,UC,CD Envigado UDC
AV18,14160448,UC,UC,CD Neiva
AV11,12625963,UC,UC,CD Santa Marta
AV10,12151656,UC,UC,CD Turbaco
AV12,12564003,UC,UC,CD Valledupar
AV54,13999062,UC,UC,CD Engativa UDC
AV16,10829618,UC,UC,CD Pereira
AV55,10548371,UC,UC,CD Girardota
AV32,12473056,UC,UC,CD Magangue
AV20,13046119,UC,UC,CD Cucuta
AV74,10379921,UC,UC,CD La arenosa
AV20,13029537,UC,UC,CD Cucuta
AV20,13666469,UC,UC,CD Cucuta
AV19,14155783,UC,UC,CD Villavicencio
AV23,13250960,UC,UC,CD Bucaramanga
AV55,13719517,UC,UC,CD Girardota
AV10,10300354,UC,UC,CD Turbaco
AV19,14147166,UC,UC,CD Villavicencio
AV57,10906724,UC,UC,CD Tulua
